total_tasks,completed_tasks,assigned_time_minutes,actual_time_minutes,productivity_score
17,0,6120,5106,47.94
9,1,3780,5100,36.31
20,2,6000,8162,35.4
19,8,7980,6368,75.39
8,6,3360,3886,79.59
15,2,7200,8926,40.27
17,14,8160,6045,100.0
6,6,2160,1849,100.0
10,8,3600,5374,74.8
13,1,3900,4817,37.0
17,0,7140,6740,42.37
14,8,6720,9467,62.68
15,9,3600,3406,78.28
5,2,1500,1176,75.02
16,1,3840,2779,59.02
15,9,7200,4227,100.0
14,3,5880,8714,39.85
6,1,1440,1296,54.44
16,10,3840,4412,72.31
6,4,2880,3346,74.43
16,14,6720,8198,85.29
16,7,5760,4543,76.97
15,12,7200,6202,94.44
8,8,3840,4547,93.78
10,9,3000,3781,85.74
14,3,4200,2658,76.06
19,17,5700,3344,100.0
16,7,6720,6887,65.28
13,7,6240,6283,72.03
16,6,6720,6691,62.67
10,8,2400,2910,80.99
6,4,2520,2934,74.36
18,9,5400,5826,67.08
5,1,2100,1924,55.66
8,7,2880,2202,100.0
11,5,3960,4274,64.33
19,3,5700,5055,54.58
14,7,6720,7837,64.3
9,1,3780,4830,37.97
6,1,2520,2905,44.7
8,5,3840,5641,64.73
10,6,4200,6288,62.72
18,14,5400,8008,73.64
10,0,4200,4162,40.37
20,10,4800,7132,56.92
6,3,2520,2805,65.94
16,13,7680,5071,100.0
6,5,1440,2022,78.49
12,6,4320,4341,69.81
9,4,2160,2318,63.94
11,0,4620,3663,50.45
20,0,8400,12122,27.72
19,0,9120,12931,28.21
6,3,1800,2419,59.76
9,2,3780,3584,55.52
13,3,4680,4439,56.02
13,7,6240,4913,83.11
10,3,4800,3528,72.42
9,9,3240,2859,100.0
17,10,4080,6104,62.03
9,1,3780,2706,62.54
12,9,5760,7690,74.96
19,2,6840,5605,55.13
7,4,1680,1000,100.0
17,14,4080,5469,79.25
9,7,4320,3745,92.81
16,0,6720,6003,44.78
6,4,1800,1086,100.0
16,6,5760,7095,54.97
5,2,1500,1560,62.46
19,5,7980,3999,95.61
13,0,4680,4404,42.51
12,6,5760,7038,62.74
7,6,3360,2256,100.0
5,1,2100,2741,42.65
19,15,9120,12456,76.66
9,0,4320,4636,37.27
14,2,4200,4596,45.12
16,4,3840,3114,64.33
18,1,4320,4810,39.26
18,14,6480,6918,84.13
12,8,3600,2393,100.0
17,6,6120,8567,49.75
13,6,6240,3296,100.0
5,5,2100,2658,91.6
5,4,1200,746,100.0
20,18,9600,9264,95.45
10,1,3600,2166,72.48
16,0,6720,6370,42.2
19,13,4560,5983,71.54
13,4,6240,5513,63.74
10,8,3000,2754,91.57
8,5,2400,3405,65.69
10,9,3600,4282,87.63
9,4,4320,5760,56.67
19,2,4560,2863,70.03
12,2,2880,4256,37.07
16,10,6720,5952,82.66
16,8,3840,4337,65.42
15,8,4500,3754,79.95
10,6,3000,3327,72.07
5,5,1200,1727,87.79
9,1,4320,3832,51.76
13,1,3120,3972,36.04
15,2,4500,6322,36.47
7,4,2940,3379,69.09
16,6,6720,4863,77.77
10,7,4800,6804,70.22
5,5,1800,1970,96.55
15,5,3600,4061,55.46
6,2,2520,2705,57.26
14,10,5040,3873,94.91
7,3,3360,2651,76.41
9,2,2700,1445,88.07
8,0,1920,2274,33.77
12,12,5040,3749,100.0
17,17,5100,6853,89.77
15,0,5400,7140,30.25
16,15,4800,6847,84.29
7,2,3360,3699,53.48
9,2,2700,3308,45.98
7,3,2520,2735,62.57
9,0,3240,4409,29.39
13,0,6240,9180,27.19
18,4,5400,7868,40.79
11,10,4620,6087,84.91
16,13,3840,5462,76.87
14,14,5880,5393,100.0
17,17,5100,7646,86.68
18,1,4320,4233,44.16
18,3,6480,7173,46.14
15,14,5400,3897,100.0
7,1,3360,3786,44.07
11,1,3300,3751,40.65
13,9,3900,3226,89.9
11,2,4620,6924,37.6
7,6,2940,2222,100.0
18,16,6480,7853,86.34
7,1,2100,1925,52.21
7,3,2520,2075,74.29
5,1,2400,2694,47.63
5,4,1500,1327,93.21
7,0,2100,1916,43.84
18,9,6480,6585,69.36
18,6,5400,2744,98.72
19,18,9120,10190,92.64
13,1,3120,3629,39.01
14,0,3360,3851,34.9
11,1,4620,3751,54.72
17,14,4080,3961,90.61
14,9,6720,7774,73.15
14,8,6720,5006,87.98
17,5,8160,4707,86.99
13,13,3120,1890,100.0
17,10,5100,2855,100.0
13,13,3900,4220,96.97
14,4,5040,7221,45.06
16,9,5760,7503,64.46
19,9,9120,11663,59.7
17,9,6120,8229,61.51
12,3,2880,2933,54.28
15,12,7200,6184,94.57
20,17,9600,8978,93.77
11,11,3300,4923,86.81
13,7,4680,6039,63.31
10,7,2400,2432,81.47
14,9,5880,6273,76.07
7,4,2940,2244,86.69
16,13,4800,6750,77.19
17,17,5100,5061,100.0
20,8,7200,8243,58.94
14,14,5040,6683,90.17
8,3,3360,2650,73.22
16,8,4800,5540,64.66
15,5,6300,6270,60.19
15,8,3600,4139,66.79
18,6,5400,5635,58.33
18,5,7560,6153,65.81
13,9,6240,6754,78.49
18,17,6480,7895,89.5
14,9,6720,5716,85.6
12,6,5040,6458,61.22
19,4,6840,5196,65.29
11,9,5280,3143,100.0
15,5,7200,9185,51.36
16,6,4800,3306,80.58
12,0,5760,7683,29.99
19,1,4560,4539,43.34
17,7,8160,8907,61.35
12,12,4320,2333,100.0
9,6,4320,4480,78.57
11,10,4620,2782,100.0
17,16,4080,5676,85.22
11,4,5280,5161,62.74
9,9,3780,3222,100.0
18,10,4320,5826,62.99
19,5,6840,7151,54.05
19,19,6840,9125,89.98
20,20,7200,8164,95.28
17,7,5100,5452,62.12
13,0,4680,6133,30.52
5,2,1800,1535,70.91
5,3,2100,1372,97.22
12,12,2880,3385,94.03
5,4,2400,2281,90.09
8,8,3840,2243,100.0
11,2,4620,5692,43.38
6,6,2880,2710,100.0
17,2,5100,3010,74.83
15,8,3600,2429,91.28
12,1,5040,5047,44.94
7,0,1680,2276,29.53
10,0,3000,2464,48.7
5,4,1500,1154,99.99
8,3,2880,2056,78.53
20,6,6000,3487,86.83
19,10,9120,12421,60.95
17,3,6120,5041,59.15
14,5,5040,4718,64.16
13,5,6240,3410,96.27
14,11,5040,4886,88.4
7,0,2940,2747,42.81
16,12,6720,4684,100.0
15,8,7200,3738,100.0
13,5,3900,4256,59.73
15,2,7200,7870,44.59
16,1,7680,9710,35.39
5,2,2400,2741,59.02
18,5,8640,5947,74.78
8,2,1920,1892,55.59
5,1,1800,1837,51.19
18,18,5400,5055,100.0
16,4,3840,3333,61.08
12,3,2880,2816,55.91
16,6,3840,4831,54.29
7,3,1680,2487,52.73
12,9,5040,5003,85.3
10,0,4200,4983,33.71
12,4,4320,3793,65.56
6,2,1440,801,91.91
6,2,2160,3003,48.77
19,7,5700,5506,63.51
7,0,2940,2052,57.31
13,13,3900,3996,99.04
15,8,3600,3802,69.87
6,6,2880,3642,91.63
9,0,3780,4151,36.42
16,4,4800,4089,61.96
18,6,8640,6374,74.22
17,5,4080,2955,72.88
18,9,5400,5694,67.93
16,15,6720,7201,93.58
15,9,3600,2464,94.44
7,5,3360,4727,71.29
8,0,2400,3120,30.77
12,7,3600,4514,66.9
14,2,4200,4666,44.58
11,8,4620,4916,81.23
10,1,3000,3853,37.14
17,11,4080,6022,65.92
13,13,5460,7749,88.18
12,6,3600,1886,100.0
18,18,4320,4909,95.2
13,5,3900,4373,58.75
6,3,2520,3281,60.72
13,9,4680,5268,77.07
8,2,2880,3518,47.75
14,11,5040,7413,74.34
5,1,1500,806,86.44
6,5,2880,2310,99.87
5,5,2100,2056,100.0
20,12,4800,5755,69.36
9,2,3780,4235,49.04
9,1,3780,2625,64.27
11,2,3300,3628,47.29
16,8,6720,6136,73.81
14,2,3360,3222,50.28
17,13,7140,3687,100.0
6,4,2160,2003,83.14
18,17,6480,4658,100.0
16,16,6720,6162,100.0
6,3,2160,1329,95.01
17,13,6120,3723,100.0
11,2,3960,5682,38.79
16,6,6720,8218,55.21
13,10,6240,6327,85.6
8,1,3840,4422,42.24
5,2,2400,1223,100.0
17,13,5100,4829,88.13
7,5,2940,1602,100.0
7,0,3360,3723,36.1
20,1,4800,4395,46.69
20,20,4800,4411,100.0
16,16,7680,10521,89.2
15,14,5400,6752,87.99
7,0,3360,2226,60.38
17,15,6120,6187,92.51
18,11,7560,7037,79.64
14,7,6720,6762,69.75
8,8,2880,2965,98.85
15,15,6300,9129,87.6
10,0,3600,3429,41.99
5,4,2100,1907,92.05
6,6,2880,4288,86.87
10,9,4800,2797,100.0
18,15,8640,12432,77.8
17,17,4080,5425,90.08
19,18,4560,3444,100.0
16,2,7680,4983,69.15
17,8,7140,7096,68.48
17,2,4080,3298,56.54
9,4,2700,2014,80.29
12,3,4320,4846,50.66
8,3,3840,2567,82.34
10,0,2400,1619,59.3
20,12,6000,5650,78.48
9,5,3240,3636,68.98
19,18,7980,4538,100.0
7,1,2520,1392,80.99
8,7,3360,4282,83.89
6,6,1440,838,100.0
17,12,8160,4618,100.0
7,3,2100,1213,94.96
6,1,2160,2320,47.24
11,4,3300,2101,84.65
18,2,6480,4631,62.64
17,9,7140,9517,61.77
9,4,2700,2054,79.25
17,2,6120,4137,66.23
13,7,6240,3238,100.0
16,11,3840,4908,72.55
5,0,1500,1109,54.1
16,12,4800,4064,92.24
13,4,6240,7110,53.57
11,8,3960,4812,76.55
17,11,5100,3908,91.02
14,4,5880,5651,58.76
10,0,4200,3053,55.03
20,13,6000,4511,92.2
7,0,2100,2915,28.82
19,18,9120,10866,90.41
19,5,5700,3577,79.53
6,1,2880,3609,41.92
10,9,4800,3865,100.0
13,8,5460,7991,64.25
18,4,8640,7752,57.92
17,2,4080,4415,44.02
12,9,5760,8117,73.38
19,17,6840,6258,97.4
19,1,4560,6241,32.38
9,7,2160,2204,85.87
16,11,5760,6573,76.3
8,0,2880,1691,68.13
20,16,8400,10143,81.13
16,11,5760,7768,70.91
17,1,4080,4858,37.12
17,7,7140,8410,58.67
10,9,3000,1732,100.0
8,4,2400,3477,57.61
15,11,5400,4829,88.73
15,2,3600,4571,39.5
12,7,5760,7442,65.96
20,3,4800,6697,37.67
17,4,8160,4828,81.72
9,1,4320,6118,34.91
20,14,7200,5312,96.22
8,2,1920,1066,87.05
15,14,6300,7455,89.8
20,15,9600,6766,100.0
8,5,3360,4459,67.64
5,1,1500,769,90.02
20,1,6000,6398,40.51
11,4,2640,1325,100.0
15,10,6300,6772,77.21
18,3,5400,3923,65.06
15,5,7200,3927,93.34
15,4,6300,6660,53.84
16,16,5760,7368,91.27
7,5,2940,4016,72.14
12,4,3600,4062,55.45
6,2,1800,2308,51.2
20,15,8400,5460,100.0
8,2,3360,1741,92.2
10,9,4200,3682,99.63
7,5,2100,1903,87.0
16,10,6720,8858,67.85
10,1,4200,6074,33.66
14,12,5040,2631,100.0
20,1,7200,9271,34.06
12,10,4320,6201,77.87
14,2,4200,2775,69.11
18,7,7560,9583,54.89
13,8,3120,2347,90.1
14,7,5040,6929,59.1
17,12,5100,2690,100.0
15,4,5400,5012,59.1
9,9,3240,4713,87.5
18,5,8640,5410,80.55
16,10,4800,3476,92.74
20,5,6000,3886,76.76
12,11,2880,2075,100.0
11,6,2640,1724,93.98
11,10,5280,5290,94.47
7,6,2100,2925,80.15
14,10,4200,2366,100.0
6,2,1440,1596,56.09
20,16,4800,3101,100.0
5,0,1800,1082,66.54
10,1,4200,5325,37.55
12,2,3600,4079,45.3
17,3,5100,2986,78.91
6,4,1800,2030,75.47
5,2,2100,2445,58.36
14,13,5880,3699,100.0
9,8,4320,2297,100.0
5,2,2100,1797,70.74
11,6,4620,3258,89.45
11,5,3300,4656,55.62
19,12,6840,9110,67.93
8,4,3840,2813,84.6
12,2,3600,3235,54.51
16,12,4800,2453,100.0
8,7,2400,2749,87.42
13,8,3120,3213,75.77
19,7,4560,4938,59.04
15,1,5400,3016,75.62
10,4,3600,4309,57.42
19,10,6840,5538,80.98
8,5,2400,1248,100.0
20,6,4800,6331,48.33
15,0,5400,3989,54.15
20,8,6000,7955,54.17
7,7,1680,1478,100.0
12,7,5040,5906,69.13
15,13,3600,5179,79.8
6,4,2160,2129,80.58
12,6,5760,5211,74.21
8,4,1920,2146,65.79
17,9,8160,9471,66.23
5,2,2400,2777,58.57
19,16,9120,12507,79.69
8,1,2880,2737,49.59
15,1,6300,5757,47.77
6,3,1440,1163,79.53
16,16,3840,1932,100.0
17,13,4080,5941,73.35
17,4,5100,2712,89.34
16,15,3840,4097,93.74
12,11,5760,8086,83.49
18,9,5400,7790,57.73
9,5,2700,3003,69.3
17,4,8160,4833,81.65
6,3,1440,1413,70.76
11,8,4620,3973,90.15
18,3,8640,6813,60.73
7,3,2100,1212,95.02
19,1,6840,8152,36.72
9,0,2700,3922,27.54
8,3,2880,3774,53.02
18,18,4320,4977,94.72
18,0,5400,8052,26.83
10,10,4200,3219,100.0
14,14,5040,6316,91.92
13,3,5460,3216,81.76
14,9,5040,5593,74.62
7,6,2520,1841,100.0
13,4,3120,1991,81.14
20,2,7200,4603,68.57
17,16,6120,4931,100.0
5,2,2400,3233,53.69
19,10,9120,8318,75.44
7,6,2940,3122,89.1
10,9,3600,4760,84.25
14,8,5040,3504,91.82
6,3,2520,2722,67.03
19,15,4560,3318,100.0
10,4,2400,1595,84.19
8,7,3360,3655,89.27
8,7,3360,1955,100.0
11,4,2640,3157,55.27
18,5,8640,10433,49.79
10,10,4800,3825,100.0
7,1,1680,1410,56.23
14,0,3360,3306,40.65
9,5,3780,2554,92.53
15,13,4500,6074,81.63
6,1,1440,1411,50.82
11,2,3300,3206,52.08
11,11,3960,3467,100.0
7,7,2100,1087,100.0
5,1,2100,1274,77.93
11,8,3300,3968,76.9
10,8,4200,5152,80.61
6,5,1800,2393,80.09
6,5,1800,2092,84.42
17,10,8160,8899,71.97
15,3,6300,6945,48.29
19,8,4560,6393,53.79
12,1,5040,2789,77.28
13,6,6240,5347,74.37
17,15,7140,7970,88.78
19,2,6840,8329,39.16
17,14,6120,5806,91.58
6,2,2520,2975,53.88
12,11,3600,2525,100.0
14,9,3360,2472,92.94
8,0,2880,3807,30.26
6,6,1800,2403,89.96
17,5,7140,8001,53.34
14,3,4200,5352,44.25
17,9,5100,4212,80.2
6,2,2880,2915,59.52
14,7,6720,4850,85.42
14,12,5880,3395,100.0
18,6,8640,8299,61.64
10,1,3000,4109,35.2
11,6,5280,3339,95.98
16,3,6720,4237,74.69
14,13,6720,3529,100.0
12,8,2880,2994,78.48
6,6,2160,2192,99.42
7,2,1680,861,95.19
6,6,2160,3083,88.02
11,9,2640,2391,93.26
10,8,3600,3643,87.53
6,4,2520,1286,100.0
12,9,2880,2096,99.96
11,5,5280,5153,68.26
10,3,3600,4596,49.33
16,16,5760,4345,100.0
5,1,2100,2143,51.2
15,3,6300,4214,71.8
17,13,4080,3771,89.16
20,3,9600,9020,51.57
7,2,2520,3337,47.35
12,0,5040,3420,58.95
17,9,8160,10007,64.38
20,4,9600,11916,44.23
16,13,5760,5325,92.02
16,11,4800,3506,96.01
15,6,4500,3039,83.23
15,1,7200,9946,32.96
20,10,6000,5025,77.76
16,1,3840,1969,81.76
6,4,2160,3170,67.26
15,6,6300,8625,53.22
18,7,8640,5647,84.53
20,19,9600,11749,89.68
14,0,5880,5940,39.6
7,1,2520,2935,42.92
19,5,6840,5320,67.22
19,15,7980,8426,85.25
19,16,6840,5553,99.8
13,0,3120,1774,70.35
20,15,6000,5738,86.83
9,7,2160,1451,100.0
12,0,4320,4057,42.59
14,3,5040,3796,65.97
13,5,3900,2495,85.6
20,0,7200,5452,52.82
16,2,7680,6596,54.07
13,7,5460,6756,64.63
15,4,7200,10454,43.55
6,5,2160,3059,78.24
5,4,1500,1279,94.91
18,7,6480,6335,64.25
6,4,1800,1928,77.34
10,2,4200,4724,47.56
18,11,5400,6329,70.8
18,1,8640,12312,31.4
14,10,6720,7636,78.06
8,7,2880,2404,100.0
19,15,4560,3672,97.04
11,6,3300,1828,100.0
16,9,3840,3094,83.39
12,12,5760,3561,100.0
5,5,2100,1169,100.0
14,10,3360,2974,88.05
12,12,5040,7076,88.49
16,5,5760,5650,59.53
7,4,3360,3618,71.43
12,5,3600,3355,67.92
7,2,3360,3799,52.52
16,4,4800,6801,43.23
18,12,7560,5103,99.26
5,5,1800,2495,88.86
18,5,7560,7875,55.07
5,4,1200,1354,83.45
5,1,2100,2246,49.4
19,9,9120,5216,98.36
15,7,7200,5805,77.61
8,7,3840,4342,87.88
18,5,8640,12713,43.85
15,4,5400,4316,66.05
11,5,3960,2712,85.68
18,12,4320,4575,77.77
8,3,3360,2507,76.11
7,1,2940,3228,45.0
5,2,1500,2088,52.74
9,3,4320,4851,55.62
7,4,3360,3861,69.1
15,8,4500,4316,73.71
6,2,2160,2816,50.68
20,8,6000,3383,94.94
15,15,5400,2752,100.0
12,1,5760,7733,34.79
11,2,4620,4264,54.25
18,5,5400,3720,74.73
5,3,1500,1418,78.31
17,13,5100,6662,76.5
20,17,4800,6530,80.4
6,3,2160,2501,64.55
11,9,4620,4830,87.35
14,0,4200,6129,27.41
12,11,2880,2452,100.0
6,2,2160,2134,60.49
15,0,3600,4826,29.84
9,5,2160,2479,68.19
5,0,2100,2593,32.39
8,6,2880,2400,93.0
7,2,2100,1667,67.53
16,3,5760,7906,40.39
12,10,3600,4384,82.85
18,9,7560,9742,61.04
11,9,3960,3439,95.15
20,16,9600,6453,100.0
10,1,4800,2834,73.75
15,15,7200,4252,100.0
12,0,3600,4943,29.13
14,0,6720,6375,42.16
15,3,5400,5684,50.0
14,2,3360,3322,49.03
15,10,4500,2251,100.0
12,8,5040,7257,67.78
19,0,7980,5817,54.87
14,13,4200,5568,85.89
11,11,4620,5720,92.31
9,2,2700,2240,61.55
11,4,2640,2407,65.69
7,0,3360,4184,32.12
12,4,4320,2747,82.9
11,1,5280,5615,43.07
16,13,4800,5662,82.66
16,14,3840,2905,100.0
6,1,2520,3123,42.28
13,1,6240,6570,42.61
10,8,3000,3732,80.15
6,6,2880,4260,87.04
6,4,2160,2221,78.9
6,3,2880,1667,99.11
7,7,2100,2509,93.48
8,8,3360,4580,89.34
11,6,5280,5485,71.23
11,7,5280,6203,72.23
8,0,3840,3413,45.0
20,19,8400,7164,100.0
13,7,5460,6330,66.81
18,9,4320,4534,68.11
6,3,1800,2547,58.27
17,10,5100,5186,74.63
9,5,2160,2040,75.69
6,0,1800,2475,29.09
19,3,5700,6421,44.98
18,0,4320,3481,49.64
16,1,4800,7175,30.51
9,9,2160,1967,100.0
17,9,8160,6219,84.25
15,14,5400,6723,88.13
17,17,6120,7140,94.29
20,5,6000,7777,45.86
13,9,6240,6282,81.27
19,10,6840,8528,63.66
6,5,1440,806,100.0
20,10,8400,4672,100.0
7,3,1680,1787,63.32
17,12,7140,5363,95.61
8,0,2880,2282,50.48
16,14,7680,5164,100.0
16,1,3840,4034,41.83
10,1,2400,1637,64.64
5,4,1500,1688,83.55
6,2,1440,1217,67.33
16,3,3840,2146,82.83
5,5,1800,2070,94.78
13,3,3900,4231,50.72
6,0,1800,2421,29.74
11,6,3960,3867,73.69
15,8,7200,3634,100.0
11,6,4620,4113,77.66
9,4,3240,2656,75.46
5,1,1500,1532,51.16
12,2,5760,6166,47.37
12,8,3600,1880,100.0
11,1,5280,2997,75.93
19,13,9120,11230,73.54
20,1,4800,6838,31.08
15,6,3600,3969,60.28
12,8,4320,6010,68.75
14,0,6720,7347,36.59
15,11,3600,2316,100.0
13,5,5460,6113,58.8
7,0,2520,1966,51.27
13,6,6240,5733,71.23
7,2,1680,2129,48.71
5,2,1800,2126,57.87
12,6,5040,3576,86.38
16,12,7680,10089,75.45
10,4,4800,3870,73.61
17,6,7140,10566,48.21
18,1,8640,9557,39.5
15,14,4500,2380,100.0
12,4,4320,3207,73.88
7,7,2520,2769,96.4
15,9,5400,4037,89.51
5,5,2100,2304,96.46
11,3,4620,5145,52.28
12,2,4320,6458,36.76
19,6,6840,8812,50.0
5,1,1200,1049,57.76
9,9,3240,4774,87.15
17,9,5100,2950,100.0
9,6,2700,3670,69.43
13,11,5460,5142,93.24
19,10,7980,6420,81.3
17,0,6120,3840,63.75
11,5,4620,6895,54.07
9,3,3240,1631,99.46
20,19,9600,13462,85.52
12,8,3600,3488,81.28
19,8,5700,7279,56.59
19,10,9120,7924,77.62
10,1,4200,2123,85.13
7,5,3360,1746,100.0
5,4,2400,3039,79.59
15,9,7200,9744,65.56
8,3,2880,3031,60.51
18,16,4320,4686,90.21
15,12,7200,9975,76.87
19,14,4560,4652,83.42
5,5,2100,3002,87.98
10,4,3600,4246,57.91
8,1,3840,2173,78.19
12,7,2880,2917,74.49
16,16,4800,6635,88.94
20,5,6000,3543,82.74
19,10,7980,8363,69.75
20,17,9600,5251,100.0
18,18,4320,2473,100.0
13,3,6240,3326,88.89
13,6,3120,3069,68.36
20,14,7200,4393,100.0
20,3,7200,4847,68.42
20,12,8400,12174,63.6
13,9,3120,2372,94.15
15,11,7200,4167,100.0
10,1,4800,6130,37.32
18,2,8640,4767,79.17
8,4,3360,3990,63.68
6,5,1800,1168,100.0
5,2,2100,1703,73.32
13,1,4680,5016,41.94
14,4,5040,6160,49.87
17,15,5100,3396,100.0
12,11,5040,4876,96.35
6,0,1440,1420,40.56
11,0,3960,2322,68.22
6,3,1440,1340,72.99
8,6,1920,1045,100.0
14,10,5880,4061,100.0
11,3,3300,4079,48.72
20,5,4800,4242,60.26
5,3,2100,2505,69.53
16,13,4800,5630,82.85
15,0,3600,4922,29.26
14,10,5040,4729,85.49
12,11,4320,4527,93.17
17,5,6120,5786,59.96
7,3,2940,2143,80.59
13,8,3900,4391,72.45
17,13,7140,8116,81.07
16,5,6720,8448,50.57
19,14,4560,5477,77.51
18,1,4320,4317,43.36
7,1,1680,1026,74.07
19,15,6840,6033,92.72
19,4,5700,5184,56.61
15,8,7200,4316,98.73
19,3,5700,6762,43.19
7,0,2100,3031,27.71
6,5,2880,3936,79.27
9,7,2160,1433,100.0
11,0,2640,2228,47.4
8,8,1920,1284,100.0
12,4,4320,4093,62.22
7,3,2100,1822,71.82
10,1,3000,2605,52.07
15,11,4500,4371,85.18
18,4,6480,6178,55.29
6,0,2160,2469,34.99
18,14,5400,6014,82.58
9,0,4320,3979,43.43
6,2,2520,2886,54.93
17,1,5100,5958,37.77
14,12,3360,3006,96.14
14,12,5880,3225,100.0
8,3,3360,3373,62.35
10,3,3000,3016,57.79
11,7,4620,6884,65.03
9,8,4320,6338,80.6
8,7,1920,2786,80.07
6,2,1440,1612,55.73
11,8,3960,3823,85.07
6,5,1800,1435,100.0
7,3,2520,1596,88.87
20,2,6000,4378,60.82
15,3,7200,9929,41.01
20,0,9600,8762,43.83
11,10,3960,4777,87.7
17,7,5100,5533,61.58
5,4,1500,857,100.0
12,10,5040,5210,88.69
12,4,2880,2601,64.29
11,10,3300,1858,100.0
15,15,7200,9406,90.62
12,3,3600,2978,63.35
20,0,9600,11838,32.44
6,4,2520,1553,100.0
10,6,3600,3973,72.24
10,4,3000,3769,55.84
16,16,7680,6281,100.0
5,4,2100,2112,87.77
13,11,5460,3258,100.0
16,15,6720,6499,97.61
17,8,7140,4599,90.34
12,3,2880,4107,43.05
12,0,5760,3448,66.82
20,2,6000,7977,36.09
10,8,3600,5114,76.16
19,16,6840,8733,81.86
7,0,2520,1354,74.45
20,10,6000,8651,57.74
14,10,5880,8225,71.45
20,18,8400,6798,100.0
17,3,6120,3316,84.41
8,2,3360,3868,49.75
14,5,6720,3624,95.6
7,6,2940,3350,86.53
8,7,2400,1213,100.0
8,0,2400,3145,30.52
20,4,9600,11987,44.03
20,2,9600,6872,61.88
5,5,2400,2833,93.89
7,0,2520,2121,47.52
14,11,5040,5539,83.54
19,14,9120,6399,100.0
19,6,4560,4228,62.09
13,11,3120,4549,78.2
15,13,5400,4061,100.0
8,7,3840,3847,92.43
10,3,3000,1771,85.76
15,13,3600,3026,99.59
8,6,2880,3112,82.02
15,13,4500,3293,100.0
12,3,4320,5490,46.48
7,3,2520,2591,64.62
13,7,3120,4663,59.07
7,1,3360,4722,37.03
6,2,1800,1257,77.28
20,7,7200,10030,49.71
15,3,3600,2459,70.56
12,11,5040,4125,100.0
9,9,4320,5602,90.85
19,13,9120,6922,93.75
10,7,4800,5763,75.32
5,2,2400,3118,54.79
10,3,4200,4678,53.91
7,4,3360,4380,64.97
12,10,5040,6761,79.82
12,10,5760,7646,80.13
5,4,1500,984,100.0
10,0,3000,4239,28.31
10,0,4800,4580,41.92
5,1,1800,1044,80.97
15,10,6300,9108,67.67
11,4,3300,2698,70.74
20,11,7200,6080,80.37
20,6,6000,7275,50.99
12,12,3600,4595,91.34
11,0,4620,4345,42.53
10,2,3000,1641,85.13
13,2,5460,6883,40.96
5,3,1500,1821,68.95
16,15,4800,2586,100.0
11,11,4620,3995,100.0
18,2,5400,3362,70.91
6,5,1800,1189,100.0
10,6,4200,3385,85.63
6,5,1800,2677,76.9
10,9,4200,3741,98.91
13,10,6240,9309,72.97
20,4,7200,9773,41.47
14,6,3360,3949,59.75
19,0,9120,5185,70.36
5,3,2400,3414,64.12
16,10,6720,7940,71.35
11,3,2640,3473,46.77
19,1,4560,4183,46.76
19,14,7980,5265,100.0
6,4,2880,3545,72.5
16,7,7680,11296,53.45
12,7,2880,2224,86.8
14,6,4200,4630,62.0
9,5,2160,2712,65.19
5,1,1200,863,67.62
17,13,5100,5424,83.49
10,0,2400,3252,29.52
18,14,5400,5033,89.58
15,13,4500,2357,100.0
14,14,6720,3462,100.0
14,14,4200,2457,100.0
16,10,3840,2947,89.62
9,2,2160,1389,75.54
19,12,4560,2794,100.0
15,6,4500,3224,79.83
9,7,2700,1915,100.0
11,3,3960,1988,96.04
11,11,2640,2051,100.0
9,8,3240,3713,88.24
15,9,4500,4093,79.98
16,10,5760,4602,87.57
9,7,2700,1569,100.0
8,4,2400,1644,88.39
20,6,4800,5418,53.44
17,6,4080,4826,54.99
9,4,2700,4031,53.46
19,10,7980,6815,78.42
18,4,6480,6860,51.12
9,0,2700,3274,32.99
5,3,1500,1583,73.9
15,6,7200,3725,100.0
13,8,3120,2876,80.32
5,0,2400,3534,27.16
5,0,1200,693,69.26
8,2,1920,2432,46.58
6,4,1440,1795,72.09
18,2,5400,5277,47.6
7,0,1680,1233,54.5
7,4,1680,1144,93.03
6,0,2160,1309,66.0
19,19,5700,6751,93.77
10,0,3600,4321,33.33
8,2,2400,3079,46.18
9,1,3240,2241,64.5
16,2,4800,5521,42.28
12,2,4320,2729,73.32
12,1,5760,8203,33.09
15,6,3600,3887,61.05
12,3,5040,4874,56.36
12,2,2880,3210,45.89
7,0,2940,4212,27.92
17,9,4080,3337,80.67
7,5,2940,4200,70.86
7,2,2100,1457,74.8
10,9,3000,2106,100.0
10,0,3000,4341,27.64
19,1,4560,2475,76.85
16,12,6720,5809,91.27
5,5,2100,1900,100.0
13,2,3900,4882,41.18
19,6,9120,7926,64.97
11,11,3960,2863,100.0
5,1,2400,2682,47.79
19,4,4560,3855,59.95
17,15,6120,4135,100.0
15,1,5400,2792,81.36
8,7,3840,4121,89.77
6,3,2520,3052,63.03
5,5,1800,2450,89.39
8,0,3360,2142,62.75
18,9,4320,2786,92.02
18,4,5400,7399,42.53
15,9,6300,4834,88.13
9,4,4320,4285,66.99
13,11,5460,5202,92.75
14,3,3360,2505,66.51
19,5,9120,7722,63.03
10,7,3600,4309,75.42
15,15,6300,6498,98.78
19,18,6840,7113,95.31
15,15,7200,10172,88.31
14,9,5040,2857,100.0
18,13,7560,9273,75.94
14,8,4200,4722,69.86
12,7,3600,4201,69.28
13,10,3120,2864,89.73
10,1,3000,4280,34.04
5,3,2100,1655,86.76
14,13,6720,7562,91.26
